Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
0,45,48,36,45,3567.2,3567.2,8449,8449,960638,1536319,1248478.5,20646106,19912955,20279530.5,13545257,22825042,18185149.5,364551,350537,560801,484268,208,115.2,1.66,156,124.8,62.4,1.25,20.28,18.19,3.65,3.51,5.61,4.84,1.4,0.7,15.1,4.1,15462.4,4198.4
5,45,47,36,45,3567.2,3567.2,8662,8449,1558613,1558550,1558581.5,18169465,18172876,18171170.5,19398378,19385119,19391748.5,448439,208940,410187,1064748,207.7,115.3,1.67,155.78,124.62,62.31,1.56,18.17,19.39,4.48,2.09,4.1,10.65,0,0,0,0,0,0
10,45,48,36,45,3567.2,3567.2,8662,8449,1539342,1539326,1539334,18694863,18753209,18724036,23567226,23506658,23536942,380881,210993,423908,894066,207.7,115.2,1.7,155.78,124.62,62.31,1.54,18.72,23.54,3.81,2.11,4.24,8.94,0,0.2,0,6.5,0,6656
15,45,47,36,45,3567.2,3567.2,8662,8449,1547297,1547307,1547302,16012589,15950426,15981507.5,18500559,18553135,18526847,403597,178579,417644,462600,207.8,115.3,1.66,155.85,124.68,62.34,1.55,15.98,18.53,4.04,1.79,4.18,4.63,0,0.2,0,0.2,0,204.8
20,45,47,36,45,3567.2,3567.2,8662,8662,1551320,1551320,1551320,16042473,16043371,16042922,18371778,18371800,18371789,388998,206465,423980,431606,207.8,115.2,1.66,155.85,124.68,62.34,1.55,16.04,18.37,3.89,2.06,4.24,4.32,0,0,0,0,0,0
25,45,47,36,45,3567.2,3567.2,8662,8449,1542498,1542496,1542497,16133448,16133516,16133482,18156564,18144044,18150304,427454,190402,416924,421371,207.9,115.2,1.66,155.93,124.74,62.37,1.54,16.13,18.15,4.27,1.9,4.17,4.21,0,0,0,0,0,0
30,45,47,36,45,3645.6,3645.6,8662,8662,1538438,1538440,1538439,16195029,16194304,16194666.5,17126233,17147565,17136899,458167,342276,376137,271286,208.1,115.1,1.66,156.08,124.86,62.43,1.54,16.19,17.14,4.58,3.42,3.76,2.71,0,0,0,0,0,0
35,45,47,36,45,3567.2,3645.6,8662,8449,1532057,1532061,1532059,18904041,18906438,18905239.5,19797076,19799236,19798156,469637,276953,370534,1027698,208.2,115.1,1.66,156.15,124.92,62.46,1.53,18.91,19.8,4.7,2.77,3.71,10.28,0,0,0,0,0,0
40,45,47,36,45,3567.2,3567.2,8662,8662,1353110,1352371,1352740.5,12782882,12703135,12743008.5,16231249,16106193,16168721,345731,171391,229229,630852,208.2,115.2,1.66,156.15,124.92,62.46,1.35,12.74,16.17,3.46,1.71,2.29,6.31,0,1.2,0,3.4,0,3481.6
45,45,47,36,45,3567.2,3567.2,8662,8662,426480,427248,426864,8774440,8853152,8813796,9559732,9667142,9613437,283066,143677,189609,175827,208.3,115.2,1.66,156.23,124.98,62.49,0.43,8.81,9.61,2.83,1.44,1.9,1.76,0,1.2,0,3.4,0,3481.6
50,45,47,36,45,3567.2,3567.2,8662,8449,1534444,1534446,1534445,15944404,15944286,15944345,16689592,16701019,16695305.5,442708,381444,348016,260946,208.4,115.2,1.66,156.3,125.04,62.52,1.53,15.94,16.7,4.43,3.81,3.48,2.61,0,0,0,0,0,0
55,45,47,36,45,3567.2,3645.6,8662,8449,1525511,1525511,1525511,16080299,16079931,16080115,17115244,17113325,17114284.5,466722,335410,393299,260294,207.9,115.1,1.71,155.93,124.74,62.37,1.53,16.08,17.11,4.67,3.35,3.93,2.6,0,0.2,0,1.6,0,1638.4
60,45,47,36,45,3567.2,3645.6,8449,8449,1559663,1559663,1559663,15958797,15959022,15958909.5,16580538,16592958,16586748,475275,349383,347641,266999,207.9,115.2,1.69,155.93,124.74,62.37,1.56,15.96,16.59,4.75,3.49,3.48,2.67,0,0,0,0,0,0
65,45,47,36,45,3567.2,3645.6,8662,8449,1555324,1555293,1555308.5,18955845,18956125,18955985,19783071,19780570,19781820.5,476547,301787,371446,995712,207.9,115.2,1.66,155.93,124.74,62.37,1.56,18.96,19.78,4.77,3.02,3.71,9.96,0,0,0,0,0,0
70,45,47,36,45,3567.2,3645.6,8662,8449,1558624,1558610,1558617,18093055,18021299,18057177,21791406,21728756,21760081,506235,291388,348115,740014,208,115.2,1.66,156,124.8,62.4,1.56,18.06,21.76,5.06,2.91,3.48,7.4,0,0.8,0,3.5,0,3584
75,45,48,36,45,3567.2,3645.6,8662,8662,1535659,1535673,1535666,15937307,16008831,15973069,16668348,16713445,16690896.5,487826,322209,345773,284388,208,115.3,1.66,156,124.8,62.4,1.54,15.97,16.69,4.88,3.22,3.46,2.84,0,0.6,0,1.8,0,1843.2
80,45,47,36,45,3567.2,3567.2,8662,8449,1519542,1519538,1519540,16704375,16709080,16706727.5,18824002,18832558,18828280,391280,173261,428722,443102,208.1,115.3,1.66,156.08,124.86,62.43,1.52,16.71,18.83,3.91,1.73,4.29,4.43,0,0,0,0,0,0
85,45,47,36,45,3567.2,3567.2,8662,8449,1530908,1530908,1530908,15824872,15819249,15822060.5,16698167,16681432,16689799.5,465440,324161,349419,317289,208.2,115.2,1.66,156.15,124.92,62.46,1.53,15.82,16.69,4.65,3.24,3.49,3.17,0,0,0,0,0,0
90,45,47,36,45,3567.2,3567.2,8662,8662,899689,899679,899684,10072007,10072019,10072013,10747091,10716428,10731759.5,334023,173989,211004,223685,208.3,115.2,1.66,156.23,124.98,62.49,0.9,10.07,10.73,3.34,1.74,2.11,2.24,0,0,0,0,0,0
95,45,47,36,45,3645.6,3567.2,8662,8449,877568,877617,877592.5,11242913,11245249,11244081,11567072,11621288,11594180,263327,162224,189157,867473,208.3,115.2,1.66,156.23,124.98,62.49,0.88,11.24,11.59,2.63,1.62,1.89,8.67,0,0,0,0,0,0
100,45,48,36,45,3567.2,3645.6,8875,8449,1575873,1575824,1575848.5,18083270,18012137,18047703.5,21750966,21691326,21721146,466996,339314,379380,685487,208.2,115.3,1.66,156.15,124.92,62.46,1.58,18.05,21.72,4.67,3.39,3.79,6.85,0,0.6,0,3.7,0,3788.8
105,45,47,36,45,3567.2,3567.2,8875,8236,1556242,1556285,1556263.5,15231981,15301405,15266693,17349524,17391747,17370635.5,438347,209702,394227,412489,207.8,115.3,1.72,155.85,124.68,62.34,1.56,15.27,17.37,4.38,2.1,3.94,4.12,0,1,0,4,0,4096
110,45,47,36,45,3645.6,3567.2,8662,8449,1535121,1535129,1535125,16136217,16136851,16136534,18034476,18040864,18037670,453138,169365,416584,399786,207.8,115.2,1.66,155.85,124.68,62.34,1.54,16.14,18.04,4.53,1.69,4.17,4,0,0,0,0,0,0
115,45,48,36,45,3567.2,3645.6,8662,8449,1548688,1548637,1548662.5,15444331,15375112,15409721.5,16041945,15992269,16017107,539890,305002,349607,265569,207.8,115.2,1.66,155.85,124.68,62.34,1.55,15.41,16.02,5.4,3.05,3.5,2.66,0,0,0,0,0,0
120,45,48,36,45,3567.2,3567.2,8662,8662,1535101,1535111,1535106,16237924,16307589,16272756.5,17225978,17279310,17252644,488592,299195,365125,314202,208,115.3,1.66,156,124.8,62.4,1.54,16.27,17.25,4.89,2.99,3.65,3.14,0,0,0,0,0,0
125,45,47,36,45,3567.2,3567.2,8662,8449,1556228,1558694,1557461,19013579,19013386,19013482.5,20747607,20758682,20753144.5,451243,194833,427091,1074201,208.1,115.2,1.66,156.08,124.86,62.43,1.56,19.01,20.75,4.51,1.95,4.27,10.74,0,0,0,0,0,0
130,45,47,36,45,3567.2,3567.2,8662,8449,1550066,1547590,1548828,18672452,18613519,18642985.5,23484625,23421453,23453039,411750,169683,433343,829228,208.1,115.2,1.66,156.08,124.86,62.43,1.55,18.64,23.45,4.12,1.7,4.33,8.29,0,0.8,0,4.4,0,4505.6
135,45,47,36,45,3567.2,3567.2,8449,8449,1559548,1559558,1559553,15280458,15338722,15309590,15951186,16003531,15977358.5,498154,332996,344952,259435,208.1,115.3,1.66,156.08,124.86,62.43,1.56,15.31,15.98,4.98,3.33,3.45,2.59,0,0.8,0,4,0,4096
140,45,47,36,45,3567.2,3645.6,8662,8449,625238,625578,625408,4135052,4134215,4134633.5,4985668,4944194,4964931,120318,37340,115290,58883,208.2,115.2,1.66,156.15,124.92,62.46,0.63,4.13,4.96,1.2,0.37,1.15,0.59,0,0,0,0,0,0
145,45,47,36,45,3567.2,3567.2,8662,8449,1132450,1135042,1133746,15533919,15534342,15534130.5,16180616,16307347,16243981.5,413934,372519,432611,165599,208.3,115.2,1.66,156.23,124.98,62.49,1.13,15.53,16.24,4.14,3.73,4.33,1.66,0,0,0,0,0,0
150,45,47,36,45,3567.2,3567.2,8662,8662,1538267,1535368,1536817.5,16416046,16415289,16415667.5,16863426,16771062,16817244,421789,404406,496573,168901,208.2,115.2,1.66,156.15,124.92,62.46,1.54,16.42,16.82,4.22,4.04,4.97,1.69,0,0.2,0,1.6,0,1638.4
155,45,47,36,45,3567.2,3567.2,8662,8662,1562938,1562942,1562940,18117554,18124539,18121046.5,18484512,18498059,18491285.5,495209,338686,1099929,212323,207.9,115.1,1.73,155.93,124.74,62.37,1.56,18.12,18.49,4.95,3.39,11,2.12,0,0.2,0,1.9,0,1945.6
160,45,48,36,45,3488.8,3567.2,8662,8449,1546130,1546134,1546132,18576598,18568022,18572310,22338707,22327630,22333168.5,431012,341688,834509,234125,207.9,115.2,1.66,155.93,124.74,62.37,1.55,18.57,22.33,4.31,3.42,8.35,2.34,0,0.8,0,4.4,0,4505.6
165,45,48,36,45,3567.2,3567.2,8662,8662,1540145,1540139,1540142,16513757,16517093,16515425,17569737,17577805,17573771,482151,318698,396758,265355,207.9,115.2,1.66,155.93,124.74,62.37,1.54,16.52,17.57,4.82,3.19,3.97,2.65,0,0.8,0,2,0,2048
170,45,48,36,45,3567.2,3645.6,8662,8449,1563407,1563362,1563384.5,15551662,15551550,15551606,16680819,16626222,16653520.5,505817,298797,358515,283121,207.9,115.3,1.66,155.93,124.74,62.37,1.56,15.55,16.65,5.06,2.99,3.59,2.83,0,0,0,0,0,0
