pic0: pic0=NB_ht_bus0_bandwidth,umask0=0x07
pic1: pic1=NB_ht_bus1_bandwidth,umask=0x07
pic2: pic2=NB_ht_bus2_bandwidth,umask=0x07
pic3: pic3=DC_refill_from_L2,sys
   time cpu event      pic0      pic1      pic2      pic3 
  5.010   0  tick   1639683         0  19659753    518285 
 10.010   2  tick         0  19361977         0    446522 
 15.010   2  tick         0  17975653         0    503718 
 20.010   0  tick   1691044         0  20842259    532996 
 25.010   0  tick   1627830         0  18028983    518411 
 30.010   2  tick         0  22947746         0    398442 
 35.010   2  tick         0  23819515         0    391588 
 35.010   0  tick   1611799         0  19635027    526303 
 40.010   2  tick         0  18500409         0    334909 
 45.010   1  tick   1161209         0  10940586    252820 
 45.011   2  tick         0  11587708         0    222076 
 50.010   2  tick         0  17235565         0    169604 
 50.010   0  tick    821291         0  12241705    305731 
 50.010   1  tick    821708         0  12266216    537534 
 55.010   2  tick         0  19550692         0    353185 
 60.010   3  tick         0  19696089         0    273663 
 65.010   3  tick         0  23853579         0    288054 
 70.010   2  tick         0  18508884         0    443857 
 75.010   3  tick         0  19507256         0    303696 
 80.010   0  tick   1695661         0  19395910    546843 
 85.010   3  tick         0  19530744         0    252525 
 90.010   3  tick         0  18373051         0    281709 
 90.010   2  tick         0  18373663         0    325578 
 95.010   3  tick         0   8077526         0     69571 
 95.010   2  tick         0   8081995         0     33282 
 95.010   0  tick    690883         0   5149734    118728 
100.010   3  tick         0  17353917         0    267690 
105.010   0  tick   1628389         0  16774433    525371 
110.010   1  tick   1672987         0  20790953    648816 
115.010   2  tick         0  18038904         0    448518 
120.010   1  tick   1602367         0  17847536    289617 
125.010   2  tick         0  22563200         0    435633 
130.010   1  tick   1617248         0  19088916    211644 
135.010   3  tick         0  18717657         0    351528 
140.010   3  tick         0  18578601         0    175002 
140.010   0  tick   1641761         0  13527740    322066 
140.020   2  tick         0  18806641         0    223407 
145.010   2  tick         0   9728363         0    156829 
150.010   3  tick         0  19015037         0    453385 
155.010   0  tick   1614486         0  19238470    502474 
160.010   3  tick         0  18106652         0    465245 
165.010   3  tick         0  19033417         0    243775 
170.010   0  tick   1719968         0  19228999    516724 
175.010   1  tick   1625872         0  18658454    386294 
180.010   1  tick   1609222         0  17767405    402147 
185.010   2  tick         0  22307355         0    378292 
185.010   0  tick   1635141         0  17892324    529705 
185.010   3  tick         0  22309229         0    237114 
190.010   2  tick         0  11266837         0    210233 
195.010   3  tick         0  11598789         0    134473 
200.010   3  tick         0  26441052         0    263386 
205.010   2  tick         0  18524543         0    350488 
210.010   0  tick   1619101         0  17539366    526258 
215.010   0  tick   1651165         0  18928610    488918 
220.010   2  tick         0  17768850         0    451009 
225.010   2  tick         0  19022845         0    338246 
230.010   0  tick   1728569         0  19122023    573693 
235.010   1  tick   1633408         0  16628555    383936 
235.010   3  tick         0  17874979         0    337046 
240.010   1  tick    415890         0   3486359    143544 
240.010   3  tick         0   3785692         0     64210 
240.011   0  tick    418625         0   3526248    116077 
245.010   2  tick         0  22315353         0    370096 
245.010   0  tick   1479435         0  18035506    487428 
250.010   2  tick         0  19845199         0    419550 
250.010   3  tick         0  19848429         0    257414 
255.010   3  tick         0  19138201         0    239522 
260.010   3  tick         0  25617696         0    274232 
265.010   2  tick         0  18995589         0    416157 
265.010   3  tick         0  18996196         0    212628 
270.010   0  tick   1627846         0  19493128    501877 
275.010   0  tick   1632397         0  18626095    553277 
280.010   2  tick         0  19488664         0    421154 
280.010   3  tick         0  19491283         0    225184 
285.010   0  tick   1278801         0  11518734    273415 
285.010   2  tick         0  13163587         0    240253 
290.010   0  tick    720748         0  11779974    276286 
295.010   0  tick   1611657         0  19435243    432873 
300.010   2  tick         0  20879745         0    435477 
305.010   3  tick         0  67603797         0   1641092 
305.010   0  tick   2274437         0  70070949   1114663 
310.010   0  tick   3114257         0 121235886   1640039 
310.010   3  tick         0 120481608         0   2628336 
315.010   1  tick   1583091         0  84621329   7768273 
320.010   3  tick         0 160374414         0  11964774 
320.010   2  tick         0 160377782         0   4095109 
320.010   1  tick   2153420         0 154553768  10599044 
325.010   2  tick         0 163761873         0  26345359 
325.010   0  tick   1576951         0 148981705  12786072 
330.010   2  tick         0 145544951         0   4891370 
330.010   0  tick   1555562         0 154174426   7263977 
330.010   3  tick         0 145566039         0   8731283 
335.010   1  tick    920604         0 156186634   4233363 
335.010   3  tick         0 185052902         0   3055783 
340.010   3  tick         0 143688794         0   5538757 
340.010   1  tick    943625         0 169822180  31677918 
345.010   0  tick   1567745         0 182473176   3206479 
345.010   1  tick   1567743         0 182478513  34464805 
350.010   1  tick   2655764         0 105939935   7189137 
355.010   3  tick         0 159254131         0   1376236 
355.010   1  tick   1636139         0 213876009  49983474 
360.010   0  tick   1588705         0 280726222  34773294 
360.010   1  tick   1588705         0 280725050 104869725 
365.010   0  tick   1586371         0 268688473  11082361 
365.010   1  tick   1586406         0 268688186 135846929 
