time,offcore_req,l2_cache_miss,offcore_req_scaled,l2_cache_miss_scaled,Temp0,Temp1,Temp2,Ambient_Temp0,Temp3,Ambient_Temp1,Ambient_Temp2,Planar_Temp,Temp4,Temp5,Temp6,FAN_MOD_1A_RPM,FAN_MOD_2A_RPM,FAN_MOD_3A_RPM,FAN_MOD_4A_RPM,FAN_MOD_5A_RPM,FAN_MOD_6A_RPM,FAN_MOD_1B_RPM,FAN_MOD_2B_RPM,FAN_MOD_3B_RPM,FAN_MOD_4B_RPM,FAN_MOD_5B_RPM,FAN_MOD_6B_RPM,Watts,InputDCPwr,AllPwrExtBd,ProcPwrUnc,ProcPwr,disk_read_kbytes,disk_write_kbytes
140,24165995,16328037,0.24165995,0.16328037,56,59,38,30,36,28,15,39,29,31,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1501,1108,831,41.55,41.55,0,17.7
150,20976633,16101982,0.20976633,0.16101982,57,59,38,30,36,28,15,39,29,30,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1383,1315.2,986.4,49.32,49.32,0,0
160,5523471,4631323,0.05523471,0.04631323,56,56,38,30,36,28,15,39,29,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1507,1355.2,1016.4,50.82,50.82,0,0
170,22364867,15763462,0.22364867,0.15763462,56,57,38,30,36,28,15,39,29,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1403,1199.2,899.4,44.97,44.97,0,21.8
180,21297240,14985843,0.2129724,0.14985843,52,59,38,30,36,28,15,39,29,30,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1566,1112.8,834.6,41.73,41.73,0,0
190,20227559,15123024,0.20227559,0.15123024,52,59,38,30,36,27,15,39,29,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1372,1119.2,839.4,41.97,41.97,0,0
200,14054154,9865107,0.14054154,0.09865107,56,57,38,30,36,28,15,39,29,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1351,1112.8,834.6,41.73,41.73,0,89.8
210,19307069,14224398,0.19307069,0.14224398,52,59,38,30,36,27,15,39,29,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1377,1113.6,835.2,41.76,41.76,0,0
220,3921251,2797109,0.03921251,0.02797109,57,57,38,30,36,27,15,39,29,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1518,1135.2,851.4,42.57,42.57,0,0
230,16264508,11743119,0.16264508,0.11743119,56,58,38,30,36,28,15,39,29,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1530,1109.6,832.2,41.61,41.61,0,21.2
240,14627547,11514582,0.14627547,0.11514582,55,59,38,30,36,28,15,39,28,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1596,1113.6,835.2,41.76,41.76,0,0
250,11103607,7335256,0.11103607,0.07335256,52,59,38,30,36,28,15,39,29,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1445,1114.4,835.8,41.79,41.79,0,0
260,16414254,12096773,0.16414254,0.12096773,52,59,38,30,36,27,15,39,29,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1392,1103.2,827.4,41.37,41.37,0,22.3
270,15011838,11607436,0.15011838,0.11607436,56,57,38,30,36,27,15,39,29,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1377,1111.2,833.4,41.67,41.67,0,0
280,11758743,7737753,0.11758743,0.07737753,57,56,38,30,36,27,15,39,28,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1485,1095.2,821.4,41.07,41.07,0,0
290,19407459,13986465,0.19407459,0.13986465,57,59,38,30,36,27,15,39,28,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1554,1098.4,823.8,41.19,41.19,0,23.8
300,19843765,13948455,0.19843765,0.13948455,57,59,38,30,36,27,15,39,29,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1556,1105.6,829.2,41.46,41.46,0,0
310,1246818966,1094409689,12.46818966,10.94409689,56,58,38,30,36,27,15,39,29,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1758,1099.2,824.4,41.22,41.22,0,0
320,971169718,476006396,9.71169718,4.76006396,57,54,38,29,36,27,15,39,29,31,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1620,1291.2,968.4,48.42,48.42,0,607.3
330,959369982,467400944,9.59369982,4.67400944,56,54,38,30,36,27,15,39,29,31,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1724,1290.4,967.8,48.39,48.39,0,0
340,963819878,471191583,9.63819878,4.71191583,57,54,38,30,36,27,15,39,28,32,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1631,1295.2,971.4,48.57,48.57,0,0
350,946529889,459144871,9.46529889,4.59144871,56,53,38,30,36,27,15,39,28,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1631,1363.2,1022.4,51.12,51.12,0,26.2
360,956877331,467704400,9.56877331,4.677044,56,53,38,30,36,27,15,39,29,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1719,1364.8,1023.6,51.18,51.18,0,0
370,968590652,474129390,9.68590652,4.7412939,56,53,38,29,36,27,15,39,28,33,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1758,1304,978,48.9,48.9,0,0
380,970059774,474287994,9.70059774,4.74287994,53,54,39,30,36,27,15,39,28,33,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1644,1305.6,979.2,48.96,48.96,0,32.2
390,953095078,463183953,9.53095078,4.63183953,57,53,38,30,36,27,15,39,28,33,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1700,1322.4,991.8,49.59,49.59,0,0
400,959234413,469482895,9.59234413,4.69482895,53,53,38,29,36,27,15,39,28,34,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1605,1304.8,978.6,48.93,48.93,0,0
410,960752828,467694706,9.60752828,4.67694706,56,53,38,30,36,27,15,39,29,34,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1819,1304.8,978.6,48.93,48.93,0,28.8
420,957110766,466568785,9.57110766,4.66568785,52,53,39,30,37,27,15,39,29,34,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1608,1322.4,991.8,49.59,49.59,0,0
430,947577814,460673269,9.47577814,4.60673269,57,50,39,30,37,27,15,39,28,34,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1811,1299.2,974.4,48.72,48.72,0,0
440,948156996,460487193,9.48156996,4.60487193,55,50,39,30,37,27,15,39,28,35,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1787,1346.4,1009.8,50.49,50.49,0,34.9
450,952118613,463744335,9.52118613,4.63744335,57,49,39,29,36,27,15,39,28,35,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1623,1351.2,1013.4,50.67,50.67,0,0
460,953459110,465721722,9.5345911,4.65721722,52,49,39,29,37,27,14,39,28,35,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1803,1344.8,1008.6,50.43,50.43,0,0
470,955602185,465871963,9.55602185,4.65871963,57,48,38,29,37,27,15,39,28,35,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1721,1404,1053,52.65,52.65,0,35.2
480,950491804,461034921,9.50491804,4.61034921,52,49,39,30,37,27,14,39,29,35,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1794,1334.4,1000.8,50.04,50.04,0,0
490,961436578,470791127,9.61436578,4.70791127,57,49,39,29,37,27,14,39,28,36,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1614,1284.8,963.6,48.18,48.18,0,0
500,962692171,471019998,9.62692171,4.71019998,57,49,39,30,37,27,15,39,28,36,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1652,1268.8,951.6,47.58,47.58,0,43.6
510,946644741,459732237,9.46644741,4.59732237,57,49,39,29,37,27,15,39,28,36,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1795,1278.4,958.8,47.94,47.94,0,0
520,964604178,472308198,9.64604178,4.72308198,57,48,39,29,36,27,15,39,28,36,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1605,1285.6,964.2,48.21,48.21,0,0
530,949355352,461851110,9.49355352,4.6185111,57,49,38,29,36,27,15,39,28,36,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1618,1300.8,975.6,48.78,48.78,0,31.1
540,944168780,458689140,9.4416878,4.5868914,57,49,39,30,36,27,15,39,28,36,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1744,1289.6,967.2,48.36,48.36,0,0
550,959915942,468535875,9.59915942,4.68535875,57,51,39,29,36,27,14,39,28,36,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1617,1336.8,1002.6,50.13,50.13,0,0
560,959800286,468731690,9.59800286,4.6873169,57,50,39,29,37,27,14,39,28,36,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1729,1290.4,967.8,48.39,48.39,0,31.3
570,960165264,469240273,9.60165264,4.69240273,54,51,39,29,36,27,14,39,28,36,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1615,1296,972,48.6,48.6,0,0
580,382612154,189686919,3.82612154,1.89686919,53,51,39,29,37,27,14,39,28,37,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1760,1296,972,48.6,48.6,0,0
590,951610128,463036512,9.51610128,4.63036512,57,48,39,29,37,27,14,39,28,37,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1692,1320,990,49.5,49.5,0,31.7
600,962419462,471565458,9.62419462,4.71565458,53,48,38,29,37,27,14,39,28,37,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1812,1306.4,979.8,48.99,48.99,0,0
610,946554670,460069269,9.4655467,4.60069269,56,48,38,29,37,27,14,39,28,37,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1759,1296,972,48.6,48.6,0,0
620,967217704,472939341,9.67217704,4.72939341,57,47,39,29,36,27,14,39,28,37,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1722,1298.4,973.8,48.69,48.69,0,32.2
630,962177792,468308534,9.62177792,4.68308534,57,47,38,29,37,27,14,39,28,37,44,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1596,1306.4,979.8,48.99,48.99,0,0
640,960886512,469961233,9.60886512,4.69961233,57,47,39,29,36,27,14,39,28,37,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1852,1486.4,1114.8,55.74,55.74,0,0
650,949010724,464254301,9.49010724,4.64254301,53,50,38,29,37,27,14,39,28,37,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1862,1299.2,974.4,48.72,48.72,0,32.5
660,964387684,472561536,9.64387684,4.72561536,57,50,38,29,36,27,14,39,28,37,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1619,1307.2,980.4,49.02,49.02,0,0
670,444032241,307993097,4.44032241,3.07993097,57,50,39,29,37,27,14,39,28,37,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1706,1409.6,1057.2,52.86,52.86,0,0
680,26138397,18973188,0.26138397,0.18973188,53,55,38,29,36,27,14,39,28,37,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1384,1297.6,973.2,48.66,48.66,0,102.2
690,805280538,395036979,8.05280538,3.95036979,52,55,38,29,36,27,14,39,28,36,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1665,1300.8,975.6,48.78,48.78,0,0
700,733148905,359233805,7.33148905,3.59233805,53,55,38,29,36,27,14,39,29,35,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1603,1342.4,1006.8,50.34,50.34,0,0
710,84655081,45028310,0.84655081,0.4502831,52,56,38,29,36,27,15,39,29,35,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1642,1292.8,969.6,48.48,48.48,0,346.1
720,22684226,15015176,0.22684226,0.15015176,51,56,38,29,36,27,15,39,30,35,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1711,1411.2,1058.4,52.92,52.92,0,0
730,7058663,4882816,0.07058663,0.04882816,51,56,38,29,36,27,14,39,30,34,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1656,1346.4,1009.8,50.49,50.49,0,0
740,2895911,2129045,0.02895911,0.02129045,51,57,38,30,36,27,14,39,30,34,44,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1646,1346.4,1009.8,50.49,50.49,0,39.3
750,124746854,63930175,1.24746854,0.63930175,49,57,38,30,36,27,14,39,31,34,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1646,1427.2,1070.4,53.52,53.52,0,0
760,13164465,8916748,0.13164465,0.08916748,50,57,38,30,36,27,14,39,31,33,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1727,1412,1059,52.95,52.95,0,0
770,17760785,12159326,0.17760785,0.12159326,49,57,38,30,36,27,14,39,31,33,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1588,1127.2,845.4,42.27,42.27,0,34.8
780,13554270,9150728,0.1355427,0.09150728,51,55,38,30,36,27,15,39,31,33,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1602,1256,942,47.1,47.1,0,0
790,21624126,14923708,0.21624126,0.14923708,49,57,38,30,36,27,14,39,32,33,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1721,1263.2,947.4,47.37,47.37,0,0
800,15675902,10645968,0.15675902,0.10645968,48,58,39,30,36,27,14,39,32,33,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1738,1279.2,959.4,47.97,47.97,0,35.2
810,4345391,3224563,0.04345391,0.03224563,48,58,38,30,36,27,14,39,32,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1739,1332.8,999.6,49.98,49.98,0,0
820,9250061,6178288,0.09250061,0.06178288,46,58,39,30,36,27,14,39,32,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1632,1328,996,49.8,49.8,0,0
830,10925646,7125386,0.10925646,0.07125386,48,58,38,30,36,27,14,39,32,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1630,1400.8,1050.6,52.53,52.53,0,35.3
840,92030885,46900500,0.92030885,0.469005,48,56,39,30,36,27,14,39,32,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1657,1333.6,1000.2,50.01,50.01,0,0
850,33636356,22221113,0.33636356,0.22221113,47,59,39,30,36,27,14,39,33,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1644,1314.4,985.8,49.29,49.29,0,0
860,11580619,8177382,0.11580619,0.08177382,46,59,38,31,36,27,14,39,33,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1835,1316.8,987.6,49.38,49.38,0,35.6
870,20385199,13626284,0.20385199,0.13626284,48,56,39,31,36,27,14,39,33,32,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1650,1284.8,963.6,48.18,48.18,0,0
880,9736259,5742422,0.09736259,0.05742422,46,59,39,31,36,27,14,39,33,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1740,1279.2,959.4,47.97,47.97,0,0
890,14072972,9203401,0.14072972,0.09203401,47,59,39,31,36,27,14,39,33,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1761,1358.4,1018.8,50.94,50.94,0,40
900,813417142,394415387,8.13417142,3.94415387,45,59,39,31,37,27,14,39,33,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1723,1305.6,979.2,48.96,48.96,0,0
910,11129420,8081887,0.1112942,0.08081887,47,59,39,31,36,27,14,39,33,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1636,1383.2,1037.4,51.87,51.87,0,0
920,3217460,2234145,0.0321746,0.02234145,47,59,39,31,36,27,14,39,33,31,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1652,1472,1104,55.2,55.2,0,34.7
930,6290392,4755682,0.06290392,0.04755682,48,59,39,31,36,27,14,39,34,31,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1655,1319.2,989.4,49.47,49.47,0,0
940,5448241,3621315,0.05448241,0.03621315,47,59,39,31,36,27,14,39,34,31,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1661,1280,960,48,48,0,0
950,6049271,4196465,0.06049271,0.04196465,47,59,39,31,36,27,14,39,34,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1664,1264.8,948.6,47.43,47.43,0,39.4
960,9396559,6333678,0.09396559,0.06333678,46,59,39,31,36,27,14,39,34,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1659,1285.6,964.2,48.21,48.21,0,0
970,12236068,8763671,0.12236068,0.08763671,46,60,39,31,36,27,14,39,34,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1650,1386.4,1039.8,51.99,51.99,0,0
980,5155835,3866513,0.05155835,0.03866513,46,58,39,31,36,27,14,39,34,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1796,1280,960,48,48,0,48.6
990,1944429,1417198,0.01944429,0.01417198,47,57,39,31,36,27,14,39,34,30,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1645,1284.8,963.6,48.18,48.18,0,0
1000,5850067,3775354,0.05850067,0.03775354,46,60,39,31,36,27,14,39,34,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1658,1296,972,48.6,48.6,0,0
1010,7208727,5041060,0.07208727,0.0504106,44,57,39,31,36,27,14,39,34,30,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1660,1280.8,960.6,48.03,48.03,0,36.1
1020,30318414,21466628,0.30318414,0.21466628,47,60,39,31,36,27,14,39,34,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1382,1315.2,986.4,49.32,49.32,0,0
1030,12528882,8043532,0.12528882,0.08043532,51,58,39,31,36,27,14,39,33,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1407,1386.4,1039.8,51.99,51.99,0,0
1040,24219838,17165892,0.24219838,0.17165892,51,57,39,31,36,27,15,39,33,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1428,1291.2,968.4,48.42,48.42,0,130.8
1050,12971196,9584380,0.12971196,0.0958438,48,60,39,31,36,27,15,39,33,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1380,1289.6,967.2,48.36,48.36,0,0
1060,17699784,13874595,0.17699784,0.13874595,52,57,39,31,36,27,15,39,32,30,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1384,1389.6,1042.2,52.11,52.11,0,0
1070,17272416,11242199,0.17272416,0.11242199,50,59,39,31,36,27,15,39,32,30,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1570,1295.2,971.4,48.57,48.57,0,36.9
1080,15026653,11411869,0.15026653,0.11411869,49,60,39,31,36,27,15,39,32,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1401,1294.4,970.8,48.54,48.54,0,0
1090,15752628,12373296,0.15752628,0.12373296,49,60,38,31,36,27,15,39,32,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1380,1513.6,1135.2,56.76,56.76,0,0
1100,25247872,18503026,0.25247872,0.18503026,53,58,39,31,36,27,15,39,32,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1540,1295.2,971.4,48.57,48.57,0,107.5
1110,17160896,11731873,0.17160896,0.11731873,53,57,39,31,36,27,15,39,32,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1541,1295.2,971.4,48.57,48.57,0,0
1120,16829977,12597034,0.16829977,0.12597034,54,57,39,31,36,27,15,39,31,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1381,1296.8,972.6,48.63,48.63,0,0
1130,5615207,4121002,0.05615207,0.04121002,54,57,38,31,36,27,15,39,30,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1530,1295.2,971.4,48.57,48.57,0,37.9
1140,14969071,11116498,0.14969071,0.11116498,55,57,38,31,36,27,14,39,30,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1380,1294.4,970.8,48.54,48.54,0,0
1150,6561584,4493450,0.06561584,0.0449345,54,60,38,31,36,27,14,39,30,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1379,1291.2,968.4,48.42,48.42,0,0
1160,21562678,15233633,0.21562678,0.15233633,55,59,38,31,36,27,14,39,30,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1401,1289.6,967.2,48.36,48.36,0,38.2
1170,21540588,15439553,0.21540588,0.15439553,55,60,38,31,36,27,14,39,30,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1375,1297.6,973.2,48.66,48.66,0,0
1180,14554661,11355469,0.14554661,0.11355469,55,60,38,30,36,27,14,39,30,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1378,1292.8,969.6,48.48,48.48,0,0
1190,20804831,15200415,0.20804831,0.15200415,53,60,38,30,36,27,14,39,30,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1490,1304,978,48.9,48.9,0,38.1
1200,15029077,9909426,0.15029077,0.09909426,55,57,38,30,36,27,14,39,30,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1486,1288,966,48.3,48.3,0,0
1210,11084002,9033211,0.11084002,0.09033211,56,60,38,30,36,27,15,39,29,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1378,1269.6,952.2,47.61,47.61,0,0
1220,16512962,12968545,0.16512962,0.12968545,56,57,38,30,35,27,14,39,29,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1538,1278.4,958.8,47.94,47.94,0,37.6
1230,16387994,10973587,0.16387994,0.10973587,56,56,38,30,36,27,14,39,29,31,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1492,1086.4,814.8,40.74,40.74,0,0
1240,12868704,9045864,0.12868704,0.09045864,53,59,38,30,36,27,14,39,29,30,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1389,1204,903,45.15,45.15,0,0
1250,8356558,7171362,0.08356558,0.07171362,57,57,38,30,36,27,15,39,29,30,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1380,1100,825,41.25,41.25,0,38
1260,17114749,12491787,0.17114749,0.12491787,57,56,38,30,36,27,15,39,28,31,43,4440,4320,4440,4560,4440,4560,3120,3120,3120,3000,3120,3000,1484,1189.6,892.2,44.61,44.61,0,0
1270,21565822,15679523,0.21565822,0.15679523,57,57,38,30,35,27,14,39,28,30,43,4440,4320,4440,4440,4440,4560,3120,3120,3120,3000,3120,3000,1377,1101.6,826.2,41.31,41.31,0,0
