 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 8276000 5128404 11 323 0 0  0  0  0  0  0  0  0  375  239  102  2  1 98
 0 0 0 7548028 4384280 180 4265 0 0 0 0  0  0  0  0  0  452 2734  254  1 11 89
 0 0 0 7547768 4383992 135 3608 0 0 0 0  0  0  0  0  0  384 2106  250  1  7 92
 0 0 0 7547564 4383936 153 3749 0 0 0 0  0  0  0  0  0  382 2236  251  1  9 91
 0 0 0 7547812 4384088 170 3915 0 0 0 0  0  0  0  0  0  374 2348  249  1 10 89
 0 0 0 7547768 4384000 135 3599 0 0 0 0  0  3  0  0  0  467 2131  298  1  7 92
 0 0 0 7547564 4383964 152 3752 0 0 0 0  0  0  0  0  0  387 2246  249  1  9 91
 0 0 0 7547784 4384080 177 3920 0 0 0 0  0  0  0  0  0  389 2336  253  1 10 90
 0 0 0 7547744 4384008 135 3595 0 0 0 0  0  0  0  0  0  389 2148  247  1  8 92
 0 0 0 7547540 4383944 152 3751 0 0 0 0  0  0  0  0  0  382 2249  255  1  9 91
 0 0 0 7547688 4383980 170 3913 0 0 0 0  0  0  0  0  0  386 2336  248  1  9 90
 0 0 0 7547952 4384096 135 3609 0 0 0 0  0  2  0  0  0  439 2172  291  1  8 91
 0 0 0 7547540 4383956 153 3763 0 0 0 0  0  0  0  0  0  389 2265  253  1  9 91
 0 0 0 7547536 4383940 176 3909 0 0 0 0  0  0  0  0  0  392 2413  294  1  9 90
 0 0 0 7547852 4384128 153 3757 0 0 0 0  0  0  0  0  0  375 2320  248  1 10 89
 0 0 0 7547744 4383996 135 3607 0 0 0 0  0  0  0  0  0  394 2136  253  1  7 92
 0 0 0 7547540 4383944 152 3757 0 0 0 0  0  0  0  0  0  393 2253  249  1  9 91
 0 0 0 7547720 4384040 170 3918 0 0 0 0  0  2  0  0  0  442 2395  294  1 10 89
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7547744 4384028 135 3605 0 0 0 0  0  0  0  0  0  358 2157  244  1  7 92
 0 0 0 7547516 4383936 160 3758 0 0 0 0  0  0  0  0  0  377 2251  246  1  9 91
 0 0 0 7547764 4384072 170 3912 0 0 0 0  0  0  0  0  0  390 2389  262  1 10 90
 0 0 0 7547720 4383972 135 3597 0 0 0 0  0  0  0  0  0  367 2173  246  1  8 92
 0 0 0 7547516 4383920 152 3766 0 0 0 0  0  0  0  0  0  390 2261  247  1  9 91
 0 0 0 7547508 4383912 170 3905 0 0 0 0  0  2  0  0  0  445 2391  296  1  9 90
 0 0 0 7547920 4384096 136 3603 0 0 0 0  0  0  0  0  0  381 2154  252  1  8 91
 0 0 0 7547512 4383920 160 3762 0 0 0 0  0  0  0  0  0  390 2224  251  1  9 91
 0 0 0 7547508 4383916 170 3906 0 0 0 0  0  0  0  0  0  383 2314  253  1  9 90
 0 0 0 7547928 4384128 152 3773 0 0 0 0  0  0  0  0  0  383 2285  250  1 10 89
 0 0 0 7547716 4383968 135 3599 0 0 0 0  0  0  0  0  0  382 2112  242  1  7 92
 0 0 0 7547508 4383916 152 3764 0 0 0 0  0  2  0  0  0  427 2247  291  1  9 91
 0 0 0 7547728 4384072 173 3918 0 0 0 0  0  0  0  0  0  393 2371  258  1 10 89
 0 0 0 7547692 4383968 139 3621 0 0 0 0  0  0  0  0  0  377 2124  248  1  7 92
 0 0 0 7547484 4383892 154 3772 0 0 0 0  0  0  0  0  0  389 2257  253  1  9 91
 0 0 0 7547688 4383976 170 3917 0 0 0 0  0  0  0  0  0  384 2352  257  1 10 90
 0 0 0 7547896 4384028 135 3619 0 0 0 0  0  0  0  0  0  381 2149  244  1  8 92
 0 0 0 7547448 4383852 152 3766 0 0 0 0  0  2  0  0  0  405 2261  292  1  9 91
 0 0 0 7547444 4383860 172 3925 0 0 0 0  0  0  0  0  0  392 2350  256  1  9 90
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7547908 4384064 158 3784 0 0 0 0  0  0  0  0  0  387 2383  293  1 10 89
 0 0 0 7547652 4383904 136 3610 0 0 0 0  0  0  0  0  0  385 2140  246  1  7 93
 0 0 0 7547444 4383852 152 3764 0 0 0 0  0  0  0  0  0  381 2279  250  1  9 91
 0 0 0 7547696 4384000 170 3912 0 0 0 0  0  0  0  0  0  393 2375  254  1 10 89
 0 0 0 7547652 4383904 135 3607 0 0 0 0  0  2  0  0  0  396 2164  280  1  7 92
 0 0 0 7547416 4383844 152 3767 0 0 0 0  0  0  0  0  0  374 2291  250  1  9 91
 0 0 0 7547720 4383968 177 3916 0 0 0 0  0  0  0  0  0  384 2356  252  1 10 90
 0 0 0 7547608 4383860 135 3612 0 0 0 0  0  0  0  0  0  387 2187  244  1  8 92
 0 0 0 7547392 4383796 152 3767 0 0 0 0  0  0  0  0  0  394 2290  248  1  9 91
 0 0 0 7547600 4383900 170 3921 0 0 0 0  0  0  0  0  0  389 2356  251  1  9 90
 0 0 0 7547880 4383984 135 3622 0 0 0 0  0  2  0  0  0  394 2205  288  1  8 91
 0 0 0 7547388 4383800 153 3767 0 0 0 0  0  0  0  0  0  387 2302  252  1  9 90
 0 0 0 7547384 4383792 176 3929 0 0 0 0  0  0  0  0  0  386 2296  256  1  9 90
 0 0 0 7547672 4383944 153 3782 0 0 0 0  0  0  0  0  0  393 2277  255  1 10 89
 0 0 0 7547572 4383824 135 3624 0 0 0 0  0  0  0  0  0  362 2134  244  1  7 92
 0 0 0 7547364 4383772 152 3785 0 0 0 0  0  0  0  0  0  387 2262  247  1  9 91
 0 0 0 7547588 4383876 170 3929 0 0 0 0  0  2  0  0  0  406 2396  292  1 10 89
 0 0 0 7547548 4383844 135 3628 0 0 0 0  0  0  0  0  0  391 2214  250  1  7 92
 0 0 0 7547340 4383752 160 3786 0 0 0 0  0  0  0  0  0  382 2270  247  1  9 91
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 7547444 4383852 170 3929 0 0 0 0  0  0  0  0  0  388 2421  256  1 10 90
 0 0 0 7547720 4383912 135 3632 0 0 0 0  0  0  0  0  0  386 2216  244  1  8 91
 0 0 0 7547344 4383748 152 3774 0 0 0 0  0  0  0  0  0  388 2280  243  1  9 90
 0 0 0 7547340 4383744 170 3925 0 0 0 0  0  2  0  0  0  439 2386  293  1  9 90
 0 0 0 7547796 4384012 167 3916 0 0 0 0  0  0  0  0  0  404 2456  257  1 10 89
 0 0 0 7055668 4315824 326 17230 0 0 0 0 0  0  0  0  0  412 6376  303 22 11 67
 0 0 0 6345516 3967428 169 17261 0 0 0 0 0  0  0  0  0  413 2343  250 23 13 64
 0 0 0 6344996 3834096 163 4802 0 0 0 0  0  0  0  0  0  418 2325  255 26 10 65
 0 0 0 6345088 3826368 181 3932 0 0 0 0  0  0  0  0  0  398 2374  251 26 10 64
 0 0 0 6345336 3826448 164 3778 0 0 0 0  0  3  0  0  0  580 2376  296 26 11 64
 0 0 0 6345152 3826412 146 3620 0 0 0 0  0  0  0  0  0  414 2220  253 26  8 66
 0 0 0 6344948 3826496 198 3810 0 0 0 0  0  0  0  0  0  431 2289  250 26  9 65
 0 0 0 6344944 3826508 164 3770 0 0 0 0  0  0  0  0  0  425 2348  250 26  9 65
 0 0 0 6345160 3826616 181 3933 0 0 0 0  0  0  0  0  0  426 2449  263 26 10 64
 0 0 0 6345264 3826656 163 3780 0 0 0 0  0  0  0  0  0  431 2327  250 26 10 64
 0 0 0 6345152 3826516 146 3632 0 0 0 0  0  4  0  0  0  807 2212  316 26  8 66
 0 0 0 6344944 3826520 164 3790 0 0 0 0  0  0  0  0  0  419 2364  254 26  9 65
 0 0 0 6344944 3826508 196 3792 0 0 0 0  0  0  0  0  0  392 2220  245 26  9 65
 0 0 0 6345188 3826640 181 3942 0 0 0 0  0  0  0  0  0  423 2324  254 26 10 64
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 6345188 3826680 164 3775 0 0 0 0  0  0  0  0  0  428 2258  255 26 10 64
 0 0 0 6345132 3826508 146 3630 0 0 0 0  0  0  0  0  0  397 2111  244 26  8 67
 0 0 0 6344904 3826480 164 3794 0 0 0 0  0  2  0  0  0  486 2242  294 26 10 65
 0 0 0 6344904 3826480 164 3779 0 0 0 0  0  0  0  0  0  430 2253  251 26  9 65
 0 0 0 6345148 3826608 214 3954 0 0 0 0  0  0  0  0  0  422 2336  251 26 10 64
 0 0 0 6345320 3826580 147 3632 0 0 0 0  0  0  0  0  0  412 2157  243 26  8 66
 0 0 0 6344908 3826468 164 3778 0 0 0 0  0  0  0  0  0  425 2229  255 26  9 65
 0 0 0 6344904 3826468 164 3791 0 0 0 0  0  0  0  0  0  421 2274  251 26  9 65
 0 0 0 6344904 3826464 164 3777 0 0 0 0  0  2  0  0  0  522 2291  298 26 10 64
 0 0 0 6345004 3826568 185 3940 0 0 0 0  0  0  0  0  0  431 2345  264 26 10 64
 0 0 0 6345244 3826660 168 3641 0 0 0 0  0  0  0  0  0  407 2214  290 26  8 66
 0 0 0 6345112 3826480 165 3777 0 0 0 0  0  0  0  0  0  419 2242  246 26  9 65
 0 0 0 6344904 3826468 164 3791 0 0 0 0  0  0  0  0  0  423 2237  253 26 10 65
 0 0 0 6344884 3826456 164 3783 0 0 0 0  0  0  0  0  0  432 2244  255 26 10 65
 0 0 0 6345068 3826540 164 3778 0 0 0 0  0  2  0  0  0  488 2238  298 26  9 65
 0 0 0 6345288 3826552 167 3790 0 0 0 0  0  0  0  0  0  396 2257  254 26  9 65
 0 0 0 6345116 3826672 198 3805 0 0 0 0  0  0  0  0  0  408 2233  248 26  9 65
 0 0 0 6344880 3826444 164 3792 0 0 0 0  0  0  0  0  0  421 2261  257 26  9 65
 0 0 0 6344876 3826436 165 3843 0 0 0 0  0  0  0  0  0  411 2289  261 26  9 65
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 6345136 3826588 164 3785 0 0 0 0  0  0  0  0  0  421 2242  253 26  9 65
 0 0 0 6345256 3826632 163 3785 0 0 0 0  0  3  0  0  0  788 2259  302 26 10 65
 0 0 0 6345080 3826460 168 3786 0 0 0 0  0  0  0  0  0  419 2274  256 26 10 65
 0 0 0 6344872 3826496 100 2180 0 0 0 0  0  0  0  0  0  402 1667  174 25  8 66
 0 0 0 6344872 3826432 228 5377 0 0 0 0  0  0  0  0  0  440 2840  319 26 10 64
 0 0 0 6345096 3826552 169 3801 0 0 0 0  0  0  0  0  0  388 2277  255 26  9 65
 0 0 0 6345288 3826632 164 3780 0 0 0 0  0  0  0  0  0  408 2231  252 26  9 65
 0 0 0 6345016 3826384 163 3781 0 0 0 0  0  2  0  0  0  464 2225  298 26  9 65
 0 0 0 6344808 3826392 91 1991 0 0 0  0  0  0  0  0  0  385 1602  177 25  8 66
 0 0 0 6344808 3826428 213 5134 0 0 0 0  0  0  0  0  0  431 2691  315 26 10 64
 0 0 0 6345088 3826524 197 4228 0 0 0 0  0  0  0  0  0  432 2421  266 26 10 64
 0 0 0 6345256 3826596 164 3780 0 0 0 0  0  0  0  0  0  386 2240  249 26  9 65
 0 0 0 6345016 3826380 164 3777 0 0 0 0  0  0  0  0  0  407 2240  255 26  9 65
 0 0 0 6344812 3826372 72 1501 0 0 0  0  0  5  0  0  0  520 1431  236 25  8 67
 0 0 0 6344708 3826288 202 4880 0 0 0 0  0  0  0  0  0  426 2621  302 26 10 64
 0 0 0 6344576 3826196 203 4772 0 0 0 0  0  0  0  0  0  407 2680  339 26 10 64
 0 0 0 6344652 3826184 187 3987 0 0 0 0  0  0  0  0  0  420 2363  260 26  9 65
 0 0 0 6344744 3826124 164 3785 0 0 0 0  0  0  0  0  0  426 2267  259 26  9 65
 0 0 0 6344544 3826120 69 1409 0 0 0  0  0  0  0  0  0  391 1397  148 25  7 67
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 6344528 3826088 193 4656 0 0 0 0  0  3  0  0  0  525 2578  343 26 10 64
 0 0 0 6344528 3826108 234 5289 0 0 0 0  0  0  0  0  0  441 2826  320 26 10 64
 0 0 0 6344628 3826216 169 3783 0 0 0 0  0  0  0  0  0  430 2250  254 26  9 65
 0 0 0 6344736 3826100 164 3786 0 0 0 0  0  0  0  0  0  422 2278  251 26  9 65
 0 0 0 6344532 3826092 69 1409 0 0 0  0  0  0  0  0  0  393 1423  144 25  8 67
 0 0 0 6344528 3826088 182 4338 0 0 0 0  0  0  0  0  0  408 2457  280 26 10 64
 0 0 0 6344528 3826092 193 4678 0 0 0 0  0  2  0  0  0  618 2596  335 26 10 64
 0 0 0 6344528 3826108 216 4714 0 0 0 0  0  0  0  0  0  421 2655  297 26 10 64
 0 0 0 6344820 3826288 169 3783 0 0 0 0  0  0  0  0  0  423 2242  243 26  9 65
 0 0 0 6344716 3826092 163 3785 0 0 0 0  0  0  0  0  0  400 2302  251 26  9 65
 0 0 0 6344508 3826080 69 1409 0 0 0  0  0  0  0  0  0  388 1407  139 25  8 67
 0 0 0 6344504 3826068 211 5208 0 0 0 0  0  0  0  0  0  405 2727  316 26 10 64
 0 0 0 6344752 3826212 211 4728 0 0 0 0  0  3  0  0  0  514 2590  347 26 10 64
 0 0 0 6344960 3826288 168 3782 0 0 0 0  0  0  0  0  0  426 2236  257 26  9 65
 0 0 0 6344712 3826120 170 3789 0 0 0 0  0  0  0  0  0  407 2227  256 26  9 65
 0 0 0 6344508 3826068 69 1407 0 0 0  0  0  0  0  0  0  360 1396  146 25  8 67
 0 0 0 6344504 3826068 196 4762 0 0 0 0  0  0  0  0  0  428 2590  299 26 10 64
 0 0 0 6344504 3826068 226 5159 0 0 0 0  0  0  0  0  0  439 2739  309 26 10 64
 0 0 0 6344748 3826188 164 3786 0 0 0 0  0  4  0  0  0  523 2246  320 26 10 65
 kthr      memory            page            disk          faults      cpu
 r b w   swap  free  re  mf pi po fr de sr cd s0 -- --   in   sy   cs us sy id
 0 0 0 6344712 3826092 168 3787 0 0 0 0  0  0  0  0  0  418 2246  252 26  9 65
 0 0 0 6344508 3826124 75 1411 0 0 0  0  0  0  0  0  0  355 1485  183 25  8 67
 0 0 0 6344488 3826056 207 5174 0 0 0 0  0  0  0  0  0  438 2737  311 26 11 63
 0 0 0 6344480 3826044 205 4723 0 0 0 0  0  0  0  0  0  417 2561  299 26 10 64
 0 0 0 6344580 3826112 174 3810 0 0 0 0  0  0  0  0  0  400 2256  250 26  9 65
 0 0 0 6344836 3826132 164 3790 0 0 0 0  0  4  0  0  0  485 2227  319 26 10 65
 0 0 0 6344720 3826168 73 1408 0 0 0  0  0  0  0  0  0  384 1374  150 25  7 67
 0 0 0 6344720 3826164 114 2526 0 0 0 0  0  0  0  0  0  392 1687  197 26  5 69
 0 0 0 6344480 3826044 196 4617 0 0 0 0  0  0  0  0  0  431 2560  287 26 11 64
 0 0 0 6344480 3826044 186 4190 0 0 0 0  0  0  0  0  0  431 2427  273 26 11 64
 0 0 0 6344652 3826108 164 3777 0 0 0 0  0  0  0  0  0  412 2269  256 26 10 64
 0 0 0 6344860 3826160 113 2536 0 0 0 0  0  2  0  0  0  669 1714  238 26  6 69
 0 0 0 6344484 3826064 172 3880 0 0 0 0  0  0  0  0  0  413 2313  257 26 10 64
 0 0 0 6344460 3826044 215 4920 0 0 0 0  0  0  0  0  0  432 2628  298 26 10 64
 0 0 0 6344456 3826028 164 3781 0 0 0 0  0  0  0  0  0  420 2261  253 26 10 64
 0 0 0 6344524 3826060 164 3776 0 0 0 0  0  0  0  0  0  429 2275  252 26 10 64
