time,cpu,FSB,L2miss
2,0,16767494,
4,0,,17646
6,0,8824126,
8,0,,343021
10,0,452731,
12,0,,776841
14,0,751420,
16,1,,352074
16,0,,220538
18,1,11330442,
20,0,,52410
22,1,18289222,
24,1,,52522
26,1,2630472,
28,0,,528644
30,1,165914,
32,0,,683405
34,1,158384,
36,0,,321857
38,0,9971800,
40,0,,21868
42,1,14582752,
44,0,,177872
46,0,8370424,
46,1,8385617,
48,0,,482815
50,0,2411602,
52,1,,829568
54,0,632982,
54,1,632163,
56,0,,50986
58,1,16239990,
60,1,,6473
62,0,18552640,
64,0,,17046
66,0,8453340,
66,1,8480400,
68,0,,461011
70,0,380302,
72,0,,450093
74,0,7911834,
76,1,,350666
78,1,11582272,
80,0,,119279
82,0,18612948,
84,1,,5262
84,0,,49864
86,0,2356975,
88,0,,576759
90,1,94702,
92,1,,794938
94,0,202486,
96,0,,210809
98,0,10455259,
100,0,,52254
102,1,17236268,
104,1,,2362
106,1,4674612,
108,1,,505337
110,1,1681884,
110,0,1691324,
112,0,,727789
114,1,468081,
114,0,467346,
116,0,,235824
118,1,9879874,
120,0,,6362
122,1,17611980,
124,1,,79661
126,1,8164548,
128,0,,360168
130,1,1695996,
132,0,,643613
134,1,215702,
134,0,216600,
136,0,,70808
136,1,,76462
138,1,16958422,
140,1,,88319
142,1,19751714,
144,0,,5117
146,0,8644646,
146,1,8659566,
148,0,,435207
150,0,107560,
152,0,,456475
152,1,,490778
154,0,5260666,
156,0,,302042
158,0,10756376,
160,0,,69718
162,1,17527386,
164,1,,13949
166,0,2663314,
168,0,,629853
170,0,1343720,
170,1,1345352,
172,1,,656125
174,1,362100,
176,1,,215360
178,1,10213628,
180,0,,4752
182,1,10496814,
184,1,,224519
186,0,7669050,
186,1,7697018,
188,0,,484932
190,0,1583384,
190,1,1591464,
192,1,,759476
194,1,279001,
196,1,,56186
198,1,17315908,
200,1,,5568
200,0,,91826
202,1,7443514,
204,1,,574548
204,0,,398236
206,0,1826892,
208,0,,564247
208,1,,691962
210,1,168624,
210,0,173074,
212,0,,255620
214,1,9826526,
216,1,,16117
216,0,,35008
218,0,17941798,
218,1,17961166,
220,1,,30442
222,0,8515380,
224,0,,409122
226,0,2524742,
228,0,,600481
230,1,1305016,
230,0,1307324,
232,0,,124462
234,0,15450600,
236,0,,21971
238,0,17958462,
240,0,,6150
242,0,8793792,
244,0,,378581
246,0,746918,
248,0,,501677
248,1,,714382
250,1,2043290,
252,0,,250970
254,0,10755986,
256,0,,92956
258,0,17669008,
260,1,,24487
262,1,3809776,
264,0,,557798
266,1,782214,
268,1,,685542
270,0,176840,
272,0,,287882
274,0,10123982,
276,0,,30161
278,0,13849480,
278,1,13869768,
280,0,,149357
282,1,8332186,
284,0,,368816
286,1,2408908,
288,1,,606843
290,0,1311516,
290,1,1312526,
292,1,,95052
294,0,16263664,
296,1,,35796
298,1,18054350,
300,0,,5837
302,1,30580902,
304,1,,853374
306,1,182013146,
306,0,182212154,
308,1,,1337539
308,0,,5510581
310,0,184637440,
312,0,,7003365
312,1,,185462
314,1,186379392,
314,0,186483096,
316,1,,108310
316,0,,7020199
318,1,190756130,
320,0,,348630
320,1,,6890488
322,0,186721040,
322,1,186716248,
324,1,,6907074
326,1,184329644,
328,0,,1327032
328,1,,6649565
330,0,183602330,
332,1,,7050522
334,0,183552122,
336,0,,38917
338,0,185737541,
338,1,185744146,
340,1,,6837547
342,1,184899782,
344,1,,6427247
346,1,184182452,
346,0,184210182,
348,0,,7025780
348,1,,186149
350,1,186156698,
350,0,186188990,
352,1,,145058
352,0,,6978325
354,0,184001645,
354,1,184086386,
356,1,,162698
356,0,,7059021
358,0,187520286,
360,1,,4166538
362,1,184747472,
362,0,184793253,
364,0,,3222942
364,1,,4808456
366,1,184215771,
366,0,184312274,
368,1,,5154217
368,0,,2187022
370,1,189626708,
372,1,,6854183
372,0,,161283
374,0,186651994,
374,1,186745624,
376,0,,752649
378,1,187247666,
378,0,187294526,
380,1,,3559628
382,1,184587300,
384,1,,4736544
384,0,,3334594
386,0,183624482,
386,1,183684155,
388,1,,7020135
390,1,183012196,
390,0,183075419,
392,1,,6857490
392,0,,99691
394,1,189290250,
396,0,,7064849
396,1,,46161
398,1,186089766,
398,0,186172084,
400,0,,3332574
402,0,185341991,
404,0,,7178247
404,1,,331500
406,0,189082142,
408,1,,4617922
408,0,,2606682
410,0,187148352,
412,1,,6797717
414,1,185151024,
414,0,185214294,
416,0,,54104
416,1,,6821804
418,1,184659900,
420,1,,5300096
420,0,,2435508
422,1,183979130,
422,0,184049078,
424,1,,5027540
426,1,185387099,
426,0,185534054,
428,0,,67792
428,1,,6841938
430,1,186446822,
432,0,,173514
432,1,,6845520
434,1,186660076,
434,0,186877573,
436,1,,3756798
436,0,,4381510
438,1,185297628,
438,0,185308762,
440,0,,7347815
442,0,187608264,
442,1,187632320,
444,0,,717166
446,1,185438600,
446,0,185450526,
448,0,,7001995
450,0,193483242,
452,1,,57589
452,0,,6977304
454,0,186872212,
454,1,186906932,
456,1,,6128473
458,0,185273060,
458,1,185265742,
460,1,,6154299
462,1,185197780,
464,1,,6823453
466,1,191126600,
468,1,,178046
468,0,,6950608
470,1,186644024,
472,1,,6920671
474,0,186118950,
476,1,,4074519
476,0,,3582124
478,1,183928175,
480,1,,646633
480,0,,7433485
482,0,185541068,
482,1,185568928,
484,0,,1381405
486,1,188925870,
488,1,,6819205
490,1,189342544,
490,0,189376740,
492,1,,161810
494,0,185024466,
494,1,185149089,
496,1,,3466961
498,1,186460272,
500,0,,1064278
502,1,185045550,
504,1,,659110
504,0,,6714439
506,1,189692437,
508,0,,3246601
510,0,185930660,
512,1,,61634
512,0,,6972563
514,1,188353626,
514,0,188324554,
