Time,CPU_0_Temp,CPU_1_Temp,Ambient_Temp0,Ambient_Temp1,Blower_Fan_0,Blower_Fan_1,Axial_Fan_0,Axial_Fan_1,HT0_CPU0_ALL,HT0_CPU1_ALL,HT0,HT1_CPU2_ALL,HT1_CPU3_ALL,HT1,HT2_CPU0_ALL,HT2_CPU1_ALL,HT2,c1c2missC0,c1c2missC1,c1c2missC2,c1c2missC3,Watts,Volts,Amps,InputDCPwr,AllPwrExtBd,ProcPwr,HT0Scaled,HT1Scaled,HT2Scaled,cmiss_core0_scaled,cmiss_core1_scaled,cmiss_core2_scaled,cmiss_core3_scaled,disk_read_count,disk_write_count,disk_read_kbytes,disk_write_kbytes,disk_read_bytes,disk_write_bytes
0,45,47,35,44,3567.2,3645.6,8662,8449,914684,1522655,1218669.5,19466941,20323423,19895182,12999453,22540370,17769911.5,370764,444769,566279,406567,207.8,114.9,1.66,155.85,124.68,62.34,1.22,19.9,17.77,3.71,4.45,5.66,4.07,1,1,17,3,17408,3072
5,45,47,35,45,3567.2,3567.2,8449,8449,1541978,1541978,1541978,16862782,16862809,16862795.5,23298359,23306688,23302523.5,437915,244660,875362,221237,207.9,115.1,1.66,155.93,124.74,62.37,1.54,16.86,23.3,4.38,2.45,8.75,2.21,0,0,0,0,0,0
10,45,47,35,44,3567.2,3567.2,8449,8449,1527232,1527232,1527232,15018196,15021751,15019973.5,17149996,17142052,17146024,421173,220117,413408,318956,207.9,115,1.66,155.93,124.74,62.37,1.53,15.02,17.15,4.21,2.2,4.13,3.19,0,0,0,0,0,0
15,45,47,35,45,3567.2,3645.6,8662,8449,1531863,1531863,1531863,15737238,15735761,15736499.5,20214933,20213470,20214201.5,528226,397003,295747,411244,207.8,115,1.67,155.85,124.68,62.34,1.53,15.74,20.21,5.28,3.97,2.96,4.11,0,1,0,1,0,1024
20,45,47,35,45,3645.6,3567.2,8662,8449,1557334,1557248,1557291,15303421,15305145,15304283,19013945,19004718,19009331.5,484801,443857,341811,334060,207.6,114.9,1.71,155.7,124.56,62.28,1.56,15.3,19.01,4.85,4.44,3.42,3.34,0,0,0,0,0,0
25,45,47,35,45,3645.6,3645.6,8662,8662,1533252,1533338,1533295,14053319,14053006,14053162.5,15229634,15239989,15234811.5,495910,395898,313894,196990,207.6,114.9,1.66,155.7,124.56,62.28,1.53,14.05,15.23,4.96,3.96,3.14,1.97,0,2,0,22.5,0,23040
30,45,47,35,45,3567.2,3567.2,8662,8449,1534659,1534659,1534659,14324696,14324747,14324721.5,17122937,17122362,17122649.5,407917,211592,421340,381585,207.6,114.9,1.66,155.7,124.56,62.28,1.53,14.32,17.12,4.08,2.12,4.21,3.82,0,0,0,0,0,0
35,45,48,35,45,3567.2,3567.2,8662,8449,1560185,1560141,1560163,17950224,17948844,17949534,25300715,25294073,25297394,411335,207565,438091,717512,207.7,115,1.66,155.78,124.62,62.31,1.56,17.95,25.3,4.11,2.08,4.38,7.18,0,2,0,5,0,5120
40,45,47,35,45,3567.2,3567.2,8662,8449,1382571,1362150,1372360.5,9209366,9209254,9209310,10452493,10428702,10440597.5,267257,169291,211302,223578,207.8,114.8,1.67,155.85,124.68,62.34,1.37,9.21,10.44,2.67,1.69,2.11,2.24,0,6,0,6,0,6144
45,45,47,35,45,3567.2,3645.6,8662,8662,379910,400375,390142.5,9045900,9048926,9047413,13852785,13884449,13868617,246875,122504,182640,436155,207.8,115,1.67,155.85,124.68,62.34,0.39,9.05,13.87,2.47,1.23,1.83,4.36,0,0,0,0,0,0
50,45,47,35,45,3567.2,3567.2,8662,8449,1552262,1552262,1552262,15763589,15760216,15761902.5,20549738,20558495,20554116.5,385537,265723,630210,296314,208,114.9,1.66,156,124.8,62.4,1.55,15.76,20.55,3.86,2.66,6.3,2.96,0,0,0,0,0,0
55,45,47,35,45,3567.2,3645.6,8449,8449,1520212,1520212,1520212,14779359,14779089,14779224,17189897,17180700,17185298.5,408895,193140,521329,275965,208,115,1.66,156,124.8,62.4,1.52,14.78,17.19,4.09,1.93,5.21,2.76,0,2,0,19.5,0,19968
